pathway,recall,d,p
REACTOME_SCF_SKP2_MEDIATED_DEGRADATION_OF_P27_P21,0.116666667,7,53
WP_NUCLEAR_RECEPTORS_METAPATHWAY,0.116719243,37,280
REACTOME_SIGNALING_BY_RHO_GTPASES,0.116915423,47,355
WP_NOTCH1_REGULATION_OF_HUMAN_ENDOTHELIAL_CELL_CALCIFICATION,0.117647059,2,15
WP_MIR5093P_ALTERATION_OF_YAP1ECM_AXIS,0.117647059,2,15
WP_NSP1_FROM_SARSCOV2_INHIBITS_TRANSLATION_INITIATION_IN_THE_HOST_CELL,0.117647059,2,15
WP_NEPHROGENESIS,0.117647059,2,15
WP_AIRWAY_SMOOTH_MUSCLE_CELL_CONTRACTION,0.117647059,2,15
BIOCARTA_NDKDYNAMIN_PATHWAY,0.117647059,2,15
PID_IL8_CXCR2_PATHWAY,0.117647059,4,30
PID_SYNDECAN_3_PATHWAY,0.117647059,2,15
REACTOME_EPH_EPHRIN_MEDIATED_REPULSION_OF_CELLS,0.117647059,6,45
REACTOME_BUTYRATE_RESPONSE_FACTOR_1_BRF1_BINDS_AND_DESTABILIZES_MRNA,0.117647059,2,15
REACTOME_BASE_EXCISION_REPAIR_AP_SITE_FORMATION,0.117647059,2,15
REACTOME_PROTEIN_METHYLATION,0.117647059,2,15
WP_JOUBERT_SYNDROME,0.118421053,9,67
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,0.118421053,9,67
REACTOME_GENE_SILENCING_BY_RNA,0.118421053,9,67
REACTOME_REGULATION_OF_LIPID_METABOLISM_BY_PPARALPHA,0.118644068,14,104
REACTOME_DEGRADATION_OF_BETA_CATENIN_BY_THE_DESTRUCTION_COMPLEX,0.119047619,10,74
REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS,0.119047619,5,37
REACTOME_ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_SREBP,0.119047619,5,37
REACTOME_EPHB_MEDIATED_FORWARD_SIGNALING,0.119047619,5,37
REACTOME_TP53_REGULATES_METABOLIC_GENES,0.119047619,10,74
REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL,0.119402985,16,118
REACTOME_EPH_EPHRIN_SIGNALING,0.119565217,11,81
REACTOME_CHROMOSOME_MAINTENANCE,0.119565217,11,81
REACTOME_L1CAM_INTERACTIONS,0.11965812,14,103
WP_SIGNAL_TRANSDUCTION_OF_S1P_RECEPTOR,0.12,3,22
WP_DIFFERENTIATION_OF_WHITE_AND_BROWN_ADIPOCYTE,0.12,3,22
WP_16P112_DISTAL_DELETION_SYNDROME,0.12,3,22
KEGG_AUTOIMMUNE_THYROID_DISEASE,0.12,6,44
REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_1,0.12,3,22
REACTOME_DECTIN_2_FAMILY,0.12,3,22
REACTOME_GAP_FILLING_DNA_REPAIR_SYNTHESIS_AND_LIGATION_IN_GG_NER,0.12,3,22
REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM,0.120481928,10,73
REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS,0.120689655,7,51
REACTOME_GLUCAGON_SIGNALING_IN_METABOLIC_REGULATION,0.121212121,4,29
REACTOME_SIGNALING_BY_NOTCH2,0.121212121,4,29
REACTOME_SIGNAL_AMPLIFICATION,0.121212121,4,29
WP_NUCLEOTIDEBINDING_OLIGOMERIZATION_DOMAIN_NOD_PATHWAY,0.12195122,5,36
KEGG_TYPE_I_DIABETES_MELLITUS,0.12195122,5,36
PID_AMB2_NEUTROPHILS_PATHWAY,0.12195122,5,36
REACTOME_MITOCHONDRIAL_BIOGENESIS,0.122222222,11,79
PID_ARF6_TRAFFICKING_PATHWAY,0.12244898,6,43
WP_PHOSPHOINOSITIDES_METABOLISM,0.12244898,6,43
REACTOME_CELL_CYCLE,0.122807018,77,550
REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES,0.12345679,10,71
REACTOME_S_PHASE,0.12345679,20,142
KEGG_HUNTINGTONS_DISEASE,0.123529412,21,149
KEGG_TIGHT_JUNCTION,0.124031008,16,113
BIOCARTA_CTBP1_PATHWAY,0.125,1,7
WP_DEVELOPMENT_AND_HETEROGENEITY_OF_THE_ILC_FAMILY,0.125,4,28
WP_ENDOTHELIN_PATHWAYS,0.125,4,28
WP_MTHFR_DEFICIENCY,0.125,3,21
WP_SIGNAL_TRANSDUCTION_THROUGH_IL1R,0.125,4,28
WP_HIJACK_OF_UBIQUITINATION_BY_SARSCOV2,0.125,1,7
WP_PEROXIREDOXIN_2_INDUCED_OVARIAN_FAILURE,0.125,1,7
WP_NAD_METABOLISM_IN_ONCOGENEINDUCED_SENESCENCE_AND_MITOCHONDRIAL_DYSFUNCTIONASSOCIATED_SENESCENCE,0.125,3,21
PID_UPA_UPAR_PATHWAY,0.125,5,35
PID_ALPHA_SYNUCLEIN_PATHWAY,0.125,4,28
SA_G2_AND_M_PHASES,0.125,1,7
REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_MULTIPLE_NUCLEOTIDE_PATCH_REPLACEMENT_PATHWAY,0.125,3,21
REACTOME_AMPK_INHIBITS_CHREBP_TRANSCRIPTIONAL_ACTIVATION_ACTIVITY,0.125,1,7
REACTOME_DARPP_32_EVENTS,0.125,3,21
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_7ALPHA_HYDROXYCHOLESTEROL,0.125,3,21
REACTOME_P75NTR_SIGNALS_VIA_NF_KB,0.125,2,14
REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES,0.125,4,28
REACTOME_TGF_BETA_RECEPTOR_SIGNALING_IN_EMT_EPITHELIAL_TO_MESENCHYMAL_TRANSITION,0.125,2,14
REACTOME_SIGNAL_REGULATORY_PROTEIN_FAMILY_INTERACTIONS,0.125,2,14
REACTOME_RAP1_SIGNALLING,0.125,2,14
REACTOME_ERCC6_CSB_AND_EHMT2_G9A_POSITIVELY_REGULATE_RRNA_EXPRESSION,0.125,2,14
REACTOME_THROMBOXANE_SIGNALLING_THROUGH_TP_RECEPTOR,0.125,3,21
REACTOME_CREB1_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_CAMKII_CAMKK_CAMKIV_CASCASDE,0.125,1,7
REACTOME_INTERLEUKIN_1_PROCESSING,0.125,1,7
REACTOME_DEFECTIVE_C1GALT1C1_CAUSES_TN_POLYAGGLUTINATION_SYNDROME_TNPS,0.125,2,14
REACTOME_SIGNALING_BY_RNF43_MUTANTS,0.125,1,7
REACTOME_SYNTHESIS_OF_DIPHTHAMIDE_EEF2,0.125,1,7
REACTOME_LIGAND_RECEPTOR_INTERACTIONS,0.125,1,7
REACTOME_TNF_RECEPTOR_SUPERFAMILY_TNFSF_MEMBERS_MEDIATING_NON_CANONICAL_NF_KB_PATHWAY,0.125,2,14
REACTOME_DNA_REPLICATION_INITIATION,0.125,1,7
REACTOME_MRNA_EDITING_C_TO_U_CONVERSION,0.125,1,7
REACTOME_DNA_DAMAGE_REVERSAL,0.125,1,7
REACTOME_TRAIL_SIGNALING,0.125,1,7
REACTOME_RUNX3_REGULATES_YAP1_MEDIATED_TRANSCRIPTION,0.125,1,7
REACTOME_HDL_ASSEMBLY,0.125,1,7
REACTOME_TRAF6_MEDIATED_NF_KB_ACTIVATION,0.125,3,21
REACTOME_RAS_PROCESSING,0.125,3,21
REACTOME_PURINERGIC_SIGNALING_IN_LEISHMANIASIS_INFECTION,0.125,3,21
KEGG_AXON_GUIDANCE,0.125984252,16,111
WP_22Q112_COPY_NUMBER_VARIATION_SYNDROME,0.12605042,15,104
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS,0.126865672,17,117
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION,0.127272727,7,48
WP_PATHOGENIC_ESCHERICHIA_COLI_INFECTION,0.127272727,7,48
REACTOME_NUCLEOTIDE_EXCISION_REPAIR,0.127272727,14,96
REACTOME_PYRUVATE_METABOLISM_AND_CITRIC_ACID_TCA_CYCLE,0.127272727,7,48
KEGG_NOTCH_SIGNALING_PATHWAY,0.127659574,6,41
REACTOME_TCR_SIGNALING,0.128205128,15,102
WP_GASTRIC_CANCER_NETWORK_2,0.129032258,4,27
REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA,0.129032258,8,54
REACTOME_HS_GAG_BIOSYNTHESIS,0.129032258,4,27
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,0.129172714,89,600
REACTOME_PTEN_REGULATION,0.129496403,18,121
KEGG_INOSITOL_PHOSPHATE_METABOLISM,0.12962963,7,47
WP_INTEGRINMEDIATED_CELL_ADHESION,0.13,13,87
REACTOME_RHO_GTPASE_EFFECTORS,0.130268199,34,227
WP_NANOPARTICLE_TRIGGERED_AUTOPHAGIC_CELL_DEATH,0.130434783,3,20
WP_EXERCISEINDUCED_CIRCADIAN_REGULATION,0.130434783,6,40
WP_PHOTODYNAMIC_THERAPYINDUCED_NFE2L2_NRF2_SURVIVAL_SIGNALING,0.130434783,3,20
WP_THE_HUMAN_IMMUNE_RESPONSE_TO_TUBERCULOSIS,0.130434783,3,20
PID_TNF_PATHWAY,0.130434783,6,40
REACTOME_TELOMERE_EXTENSION_BY_TELOMERASE,0.130434783,3,20
REACTOME_INCRETIN_SYNTHESIS_SECRETION_AND_INACTIVATION,0.130434783,3,20
REACTOME_SUMOYLATION_OF_RNA_BINDING_PROTEINS,0.130434783,6,40
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_SMALL_RNAS,0.130434783,6,40
REACTOME_IKK_COMPLEX_RECRUITMENT_MEDIATED_BY_RIP1,0.130434783,3,20
REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION,0.13070379,169,1124
REACTOME_GLOBAL_GENOME_NUCLEOTIDE_EXCISION_REPAIR_GG_NER,0.130952381,11,73
REACTOME_DEUBIQUITINATION,0.131274131,34,225
REACTOME_SIGNALING_BY_INTERLEUKINS,0.132286996,59,387
REACTOME_G1_S_DNA_DAMAGE_CHECKPOINTS,0.132352941,9,59
WP_GPR40_PATHWAY,0.133333333,2,13
WP_DOPAMINERGIC_NEUROGENESIS,0.133333333,4,26
WP_NONALCOHOLIC_FATTY_LIVER_DISEASE,0.133333333,20,130
WP_COVID19_ADVERSE_OUTCOME_PATHWAY,0.133333333,2,13
BIOCARTA_IL1R_PATHWAY,0.133333333,4,26
PID_LPA4_PATHWAY,0.133333333,2,13
PID_P38_ALPHA_BETA_PATHWAY,0.133333333,4,26
REACTOME_GRB2_SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS,0.133333333,2,13
REACTOME_DEPOLYMERISATION_OF_THE_NUCLEAR_LAMINA,0.133333333,2,13
REACTOME_DEFECTIVE_GALNT3_CAUSES_FAMILIAL_HYPERPHOSPHATEMIC_TUMORAL_CALCINOSIS_HFTC,0.133333333,2,13
REACTOME_TNFR1_INDUCED_NFKAPPAB_SIGNALING_PATHWAY,0.133333333,4,26
REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE_FGFR4,0.133333333,2,13
REACTOME_APOPTOTIC_EXECUTION_PHASE,0.133333333,6,39
REACTOME_SIGNALING_BY_NOTCH4,0.134146341,11,71
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION,0.134328358,9,58
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS,0.134615385,7,45
REACTOME_INTERFERON_GAMMA_SIGNALING,0.134831461,12,77
KEGG_GRAFT_VERSUS_HOST_DISEASE,0.135135135,5,32
PID_FRA_PATHWAY,0.135135135,5,32
PID_IL23_PATHWAY,0.135135135,5,32
REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR,0.135802469,11,70
REACTOME_REGULATION_OF_HSF1_MEDIATED_HEAT_SHOCK_RESPONSE,0.135802469,11,70
WP_RENIN_ANGIOTENSIN_ALDOSTERONE_SYSTEM_RAAS,0.136363636,6,38
REACTOME_ERK_MAPK_TARGETS,0.136363636,3,19
REACTOME_CHAPERONE_MEDIATED_AUTOPHAGY,0.136363636,3,19
REACTOME_EXTENSION_OF_TELOMERES,0.137254902,7,44
REACTOME_SIGNALING_BY_WNT,0.137546468,37,232
REACTOME_C_TYPE_LECTIN_RECEPTORS_CLRS,0.137681159,19,119
WP_LIPID_METABOLISM_PATHWAY,0.137931034,4,25
WP_1Q211_COPY_NUMBER_VARIATION_SYNDROME,0.137931034,4,25
REACTOME_FORMATION_OF_RNA_POL_II_ELONGATION_COMPLEX,0.137931034,8,50
REACTOME_RIPK1_MEDIATED_REGULATED_NECROSIS,0.137931034,4,25
REACTOME_TELOMERE_MAINTENANCE,0.138461538,9,56
REACTOME_NOD1_2_SIGNALING_PATHWAY,0.138888889,5,31
REACTOME_VIRAL_MESSENGER_RNA_SYNTHESIS,0.139534884,6,37
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION,0.140350877,16,98
REACTOME_INTERLEUKIN_17_SIGNALING,0.14084507,10,61
REACTOME_TRANSCRIPTION_COUPLED_NUCLEOTIDE_EXCISION_REPAIR_TC_NER,0.141025641,11,67
REACTOME_CYCLIN_A_CDK2_ASSOCIATED_EVENTS_AT_S_PHASE_ENTRY,0.141176471,12,73
REACTOME_SIGNALING_BY_NOTCH,0.142045455,25,151
BIOCARTA_FXR_PATHWAY,0.142857143,1,6
BIOCARTA_PRC2_PATHWAY,0.142857143,2,12
BIOCARTA_SM_PATHWAY,0.142857143,2,12
BIOCARTA_IRES_PATHWAY,0.142857143,1,6
BIOCARTA_TSP1_PATHWAY,0.142857143,1,6
BIOCARTA_ERBB4_PATHWAY,0.142857143,1,6
BIOCARTA_PKC_PATHWAY,0.142857143,1,6
BIOCARTA_EEA1_PATHWAY,0.142857143,1,6
WP_GLIAL_CELL_DIFFERENTIATION,0.142857143,1,6
WP_TLR4_SIGNALING_AND_TOLERANCE,0.142857143,4,24
WP_GLUCOCORTICOID_RECEPTOR_PATHWAY,0.142857143,10,60
WP_NANOMATERIALINDUCED_INFLAMMASOME_ACTIVATION,0.142857143,1,6
WP_GASTRIC_ACID_PRODUCTION,0.142857143,1,6
WP_DISORDERS_OF_THE_KREBS_CYCLE,0.142857143,1,6
WP_CEREBRAL_ORGANIC_ACIDURIAS_INCLUDING_DISEASES,0.142857143,1,6
WP_SARSCOV2_AND_ANGIOTENSINCONVERTING_ENZYME_2_RECEPTOR_MOLECULAR_MECHANISMS,0.142857143,1,6
WP_ACTIVATION_OF_NLRP3_INFLAMMASOME_BY_SARSCOV2,0.142857143,1,6
WP_STING_PATHWAY_IN_KAWASAKILIKE_DISEASE_AND_COVID19,0.142857143,3,18
BIOCARTA_NOS1_PATHWAY,0.142857143,3,18
BIOCARTA_TALL1_PATHWAY,0.142857143,2,12
KEGG_ALLOGRAFT_REJECTION,0.142857143,5,30
PID_S1P_META_PATHWAY,0.142857143,3,18
PID_TCR_CALCIUM_PATHWAY,0.142857143,4,24
REACTOME_PP2A_MEDIATED_DEPHOSPHORYLATION_OF_KEY_METABOLIC_FACTORS,0.142857143,1,6
REACTOME_NEF_MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS,0.142857143,3,18
REACTOME_THE_ROLE_OF_NEF_IN_HIV_1_REPLICATION_AND_DISEASE_PATHOGENESIS,0.142857143,4,24
REACTOME_FGFR3B_LIGAND_BINDING_AND_ACTIVATION,0.142857143,1,6
REACTOME_SIGNALING_BY_NOTCH1_T_7_9_NOTCH1_M1580_K2555_TRANSLOCATION_MUTANT,0.142857143,1,6
REACTOME_SEMA3A_PLEXIN_REPULSION_SIGNALING_BY_INHIBITING_INTEGRIN_ADHESION,0.142857143,2,12
REACTOME_DCC_MEDIATED_ATTRACTIVE_SIGNALING,0.142857143,2,12
REACTOME_INACTIVATION_OF_CDC42_AND_RAC1,0.142857143,1,6
REACTOME_SUMOYLATION_OF_CHROMATIN_ORGANIZATION_PROTEINS,0.142857143,8,48
REACTOME_GLI_PROTEINS_BIND_PROMOTERS_OF_HH_RESPONSIVE_GENES_TO_PROMOTE_TRANSCRIPTION,0.142857143,1,6
REACTOME_PCNA_DEPENDENT_LONG_PATCH_BASE_EXCISION_REPAIR,0.142857143,3,18
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ,0.142857143,5,30
REACTOME_POLYMERASE_SWITCHING,0.142857143,2,12
REACTOME_SYNAPTIC_ADHESION_LIKE_MOLECULES,0.142857143,3,18
REACTOME_ACTIVATION_OF_RAC1_DOWNSTREAM_OF_NMDARS,0.142857143,1,6
REACTOME_MODULATION_BY_MTB_OF_HOST_IMMUNE_SYSTEM,0.142857143,1,6
REACTOME_SIGNALING_BY_MAPK_MUTANTS,0.142857143,1,6
REACTOME_LTC4_CYSLTR_MEDIATED_IL4_PRODUCTION,0.142857143,1,6
REACTOME_TOLL_LIKE_RECEPTOR_CASCADES,0.14379085,22,131
WP_GENES_INVOLVED_IN_MALE_INFERTILITY,0.143884892,20,119
WP_GENOTOXICITY_PATHWAY,0.145454545,8,47
PID_INTEGRIN3_PATHWAY,0.146341463,6,35
WP_SUDDEN_INFANT_DEATH_SYNDROME_SIDS_SUSCEPTIBILITY_PATHWAYS,0.146496815,23,134
PID_HIV_NEF_PATHWAY,0.147058824,5,29
REACTOME_TELOMERE_C_STRAND_LAGGING_STRAND_SYNTHESIS,0.147058824,5,29
REACTOME_REGULATION_OF_TNFR1_SIGNALING,0.147058824,5,29
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_E2F6,0.147058824,5,29
REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION,0.147651007,22,127
PID_RAC1_PATHWAY,0.148148148,8,46
REACTOME_INTEGRIN_SIGNALING,0.148148148,4,23
WP_ENERGY_METABOLISM,0.14893617,7,40
KEGG_CHEMOKINE_SIGNALING_PATHWAY,0.14893617,28,160
REACTOME_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE,0.14893617,14,80
REACTOME_RECYCLING_PATHWAY_OF_L1,0.14893617,7,40
REACTOME_NR1H2_AND_NR1H3_MEDIATED_SIGNALING,0.14893617,7,40
WP_3Q29_COPY_NUMBER_VARIATION_SYNDROME,0.149253731,10,57
WP_VITAMIN_DSENSITIVE_CALCIUM_SIGNALING_IN_DEPRESSION,0.15,6,34
REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_CREB,0.15,3,17
REACTOME_NS1_MEDIATED_EFFECTS_ON_HOST_PATHWAYS,0.15,6,34
REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GLUCAGON_LIKE_PEPTIDE_1_GLP_1,0.15,3,17
REACTOME_RECEPTOR_TYPE_TYROSINE_PROTEIN_PHOSPHATASES,0.15,3,17
REACTOME_METALLOPROTEASE_DUBS,0.15,3,17
REACTOME_INHIBITION_OF_DNA_RECOMBINATION_AT_TELOMERE,0.15,3,17
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_PLASMA_MEMBRANE,0.150943396,8,45
WP_HOSTPATHOGEN_INTERACTION_OF_HUMAN_CORONA_VIRUSES_INTERFERON_INDUCTION,0.151515152,5,28
PID_INTEGRIN_A4B1_PATHWAY,0.151515152,5,28
REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS,0.151515152,5,28
PID_SYNDECAN_1_PATHWAY,0.152173913,7,39
WP_GENES_TARGETED_BY_MIRNAS_IN_ADIPOCYTES,0.153846154,2,11
WP_PPAR_ALPHA_PATHWAY,0.153846154,4,22
WP_CONTROL_OF_IMMUNE_TOLERANCE_BY_VASOACTIVE_INTESTINAL_PEPTIDE,0.153846154,2,11
BIOCARTA_ASBCELL_PATHWAY,0.153846154,2,11
BIOCARTA_IL10_PATHWAY,0.153846154,2,11
PID_P38_MKK3_6PATHWAY,0.153846154,4,22
REACTOME_INHIBITION_OF_REPLICATION_INITIATION_OF_DAMAGED_DNA_BY_RB1_E2F1,0.153846154,2,11
REACTOME_SYNTHESIS_OF_IP3_AND_IP4_IN_THE_CYTOSOL,0.153846154,4,22
REACTOME_ERKS_ARE_INACTIVATED,0.153846154,2,11
REACTOME_P75NTR_RECRUITS_SIGNALLING_COMPLEXES,0.153846154,2,11
REACTOME_ENDOGENOUS_STEROLS,0.153846154,4,22
REACTOME_DOWNREGULATION_OF_TGF_BETA_RECEPTOR_SIGNALING,0.153846154,4,22
REACTOME_CONDENSATION_OF_PROPHASE_CHROMOSOMES,0.153846154,2,11
REACTOME_NUCLEAR_ENVELOPE_BREAKDOWN,0.153846154,8,44
REACTOME_ACTIVATION_OF_RAC1,0.153846154,2,11
REACTOME_ACTIVATION_OF_NMDA_RECEPTORS_AND_POSTSYNAPTIC_EVENTS,0.153846154,14,77
REACTOME_DUAL_INCISION_IN_TC_NER,0.153846154,10,55
REACTOME_CHK1_CHK2_CDS1_MEDIATED_INACTIVATION_OF_CYCLIN_B_CDK1_COMPLEX,0.153846154,2,11
REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION,0.153846154,6,33
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_VENTX,0.153846154,6,33
WP_VEGFAVEGFR2_SIGNALING_PATHWAY,0.154205607,66,362
WP_ECTODERM_DIFFERENTIATION,0.154411765,21,115
REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR,0.154545455,17,93
KEGG_ENDOCYTOSIS,0.154696133,28,153
REACTOME_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION,0.154761905,13,71
WP_PRIMARY_FOCAL_SEGMENTAL_GLOMERULOSCLEROSIS_FSGS,0.154929577,11,60
WP_NONGENOMIC_ACTIONS_OF_125_DIHYDROXYVITAMIN_D3,0.154929577,11,60
WP_SPINAL_CORD_INJURY,0.155172414,18,98
REACTOME_SUMOYLATION_OF_DNA_REPLICATION_PROTEINS,0.155555556,7,38
WP_ENDOCHONDRAL_OSSIFICATION,0.15625,10,54
WP_ENDOCHONDRAL_OSSIFICATION_WITH_SKELETAL_DYSPLASIAS,0.15625,10,54
PID_WNT_NONCANONICAL_PATHWAY,0.15625,5,27
REACTOME_G_PROTEIN_BETA_GAMMA_SIGNALLING,0.15625,5,27
REACTOME_THROMBIN_SIGNALLING_THROUGH_PROTEINASE_ACTIVATED_RECEPTORS_PARS,0.15625,5,27
REACTOME_PROCESSING_OF_DNA_DOUBLE_STRAND_BREAK_ENDS,0.15625,10,54
BIOCARTA_LIS1_PATHWAY,0.157894737,3,16
WP_APOPTOSIS_MODULATION_BY_HSP70,0.157894737,3,16
WP_OVERVIEW_OF_NANOPARTICLE_EFFECTS,0.157894737,3,16
WP_NUCLEAR_RECEPTORS,0.157894737,6,32
WP_WNT_SIGNALING,0.157894737,18,96
WP_LTF_DANGER_SIGNAL_RESPONSE_PATHWAY,0.157894737,3,16
BIOCARTA_IL12_PATHWAY,0.157894737,3,16
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION,0.157894737,18,96
PID_ATR_PATHWAY,0.157894737,6,32
PID_RAC1_REG_PATHWAY,0.157894737,6,32
REACTOME_INITIATION_OF_NUCLEAR_ENVELOPE_NE_REFORMATION,0.157894737,3,16
REACTOME_SCAVENGING_BY_CLASS_A_RECEPTORS,0.157894737,3,16
REACTOME_HSF1_DEPENDENT_TRANSACTIVATION,0.157894737,6,32
REACTOME_METABOLISM_OF_COFACTORS,0.157894737,3,16
REACTOME_FCGR3A_MEDIATED_IL10_SYNTHESIS,0.157894737,6,32
WP_CHEMOKINE_SIGNALING_PATHWAY,0.158536585,26,138
WP_APOPTOSIS_MODULATION_AND_SIGNALING,0.159090909,14,74
KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION,0.159090909,7,37
WP_PHOTODYNAMIC_THERAPYINDUCED_UNFOLDED_PROTEIN_RESPONSE,0.16,4,21
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA,0.16,4,21
REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC,0.16,4,21
REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES,0.161033797,81,422
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53,0.161111111,58,302
PID_IL12_2PATHWAY,0.161290323,10,52
REACTOME_EGFR_DOWNREGULATION,0.161290323,5,26
REACTOME_HSF1_ACTIVATION,0.161290323,5,26
REACTOME_DISASSEMBLY_OF_THE_DESTRUCTION_COMPLEX_AND_RECRUITMENT_OF_AXIN_TO_THE_MEMBRANE,0.161290323,5,26
REACTOME_DNA_REPAIR,0.161403509,46,239
KEGG_VIRAL_MYOCARDITIS,0.161764706,11,57
WP_MIRNAS_INVOLVEMENT_IN_THE_IMMUNE_RESPONSE_IN_SEPSIS,0.162162162,6,31
WP_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS,0.162162162,6,31
WP_FACTORS_AND_PATHWAYS_AFFECTING_INSULINLIKE_GROWTH_FACTOR_IGF1AKT_SIGNALING,0.162162162,6,31
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS,0.162162162,6,31
REACTOME_SIGNALING_BY_NOTCH1,0.162162162,12,62
REACTOME_MITOTIC_PROPHASE,0.1625,13,67
PID_THROMBIN_PAR1_PATHWAY,0.162790698,7,36
REACTOME_SIGNALING_BY_NOTCH3,0.163265306,8,41
REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS,0.163636364,9,46
KEGG_TGF_BETA_SIGNALING_PATHWAY,0.164705882,14,71
REACTOME_MYD88_INDEPENDENT_TLR4_CASCADE,0.164948454,16,81
REACTOME_TOLL_LIKE_RECEPTOR_TLR1_TLR2_CASCADE,0.164948454,16,81
REACTOME_HCMV_INFECTION,0.164948454,16,81
WP_CIRCADIAN_RHYTHM_RELATED_GENES,0.165,33,167
REACTOME_TOLL_LIKE_RECEPTOR_4_TLR4_CASCADE,0.165354331,21,106
REACTOME_DNA_DOUBLE_STRAND_BREAK_REPAIR,0.165413534,22,111
BIOCARTA_BLYMPHOCYTE_PATHWAY,0.166666667,2,10
BIOCARTA_CREM_PATHWAY,0.166666667,1,5
BIOCARTA_TERC_PATHWAY,0.166666667,1,5
BIOCARTA_CIRCADIAN_PATHWAY,0.166666667,1,5
BIOCARTA_NOTCH_PATHWAY,0.166666667,1,5
WP_THYROXINE_THYROID_HORMONE_PRODUCTION,0.166666667,1,5
WP_MIR124_PREDICTED_INTERACTIONS_WITH_CELL_CYCLE_AND_DIFFERENTIATION,0.166666667,1,5
WP_SIMPLIFIED_DEPICTION_OF_MYD88_DISTINCT_INPUTOUTPUT_PATHWAY,0.166666667,3,15
WP_BONE_MORPHOGENIC_PROTEIN_BMP_SIGNALLING_AND_REGULATION,0.166666667,2,10
WP_STRUCTURAL_PATHWAY_OF_INTERLEUKIN_1_IL1,0.166666667,8,40
WP_TARGET_OF_RAPAMYCIN_TOR_SIGNALING,0.166666667,6,30
WP_IL10_ANTIINFLAMMATORY_SIGNALING_PATHWAY,0.166666667,2,10
WP_MOLYBDENUM_COFACTOR_MOCO_BIOSYNTHESIS,0.166666667,1,5
WP_BILE_ACIDS_SYNTHESIS_AND_ENTEROHEPATIC_CIRCULATION,0.166666667,2,10
WP_16P112_PROXIMAL_DELETION_SYNDROME,0.166666667,12,60
BIOCARTA_TCRA_PATHWAY,0.166666667,2,10
BIOCARTA_ACTINY_PATHWAY,0.166666667,2,10
